hts8,s232_rate,category
7216,25.0,Steel
7217,25.0,Steel
7218,25.0,Steel
7219,25.0,Steel
7220,25.0,Steel
7221,25.0,Steel
7222,25.0,Steel
7223,25.0,Steel
7224,25.0,Steel
7225,25.0,Steel
7226,25.0,Steel
7227,25.0,Steel
7228,25.0,Steel
7229,25.0,Steel
7301,50.0,Steel-Derivative
7302,50.0,Steel-Derivative
7303,50.0,Steel-Derivative
7304,50.0,Steel-Derivative
7305,50.0,Steel-Derivative
7306,50.0,Steel-Derivative
7307,50.0,Steel-Derivative
7308,50.0,Steel-Derivative
7309,50.0,Steel-Derivative
7310,50.0,Steel-Derivative
7311,50.0,Steel-Derivative
7312,50.0,Steel-Derivative
7313,50.0,Steel-Derivative
7314,50.0,Steel-Derivative
7315,50.0,Steel-Derivative
7316,50.0,Steel-Derivative
7317,50.0,Steel-Derivative
7318,50.0,Steel-Derivative
7319,50.0,Steel-Derivative
7320,50.0,Steel-Derivative
7321,50.0,Steel-Derivative
7322,50.0,Steel-Derivative
7323,50.0,Steel-Derivative
7324,50.0,Steel-Derivative
7325,50.0,Steel-Derivative
7326,50.0,Steel-Derivative
7601,10.0,Aluminum
7604,10.0,Aluminum
7605,10.0,Aluminum
7606,10.0,Aluminum
7607,10.0,Aluminum
7608,10.0,Aluminum
7609,10.0,Aluminum
7610,50.0,Aluminum-Derivative
7612,50.0,Aluminum-Derivative
7613,50.0,Aluminum-Derivative
7614,50.0,Aluminum-Derivative
7615,50.0,Aluminum-Derivative
7616,50.0,Aluminum-Derivative
76169951,50.0,Aluminum-Derivative
