HTS,clean_hts,Heading,s301_rate
2009.31.20,20093120,9903.88.03,25.0
2009.31.40,20093140,9903.88.03,25.0
2009.31.60,20093160,9903.88.03,25.0
2009.39.10,20093910,9903.88.15,7.5
2009.39.20,20093920,9903.88.15,7.5
2009.39.60,20093960,9903.88.03,25.0
2009.41.20,20094120,9903.88.15,7.5
2009.41.40,20094140,9903.88.03,25.0
2009.49.20,20094920,9903.88.15,7.5
2009.49.40,20094940,9903.88.03,25.0
2009.50.00,20095000,9903.88.03,25.0
2009.61.00,20096100,9903.88.15,7.5
2009.69.00,20096900,9903.88.03,25.0
2009.71.00,20097100,9903.88.03,25.0
2009.79.00,20097900,9903.88.03,25.0
2009.81.00,20098100,9903.88.15,7.5
2009.89.20,20098920,9903.88.03,25.0
2009.89.40,20098940,9903.88.15,7.5
2009.89.65,20098965,9903.88.03,25.0
2009.89.70,20098970,9903.88.03,25.0
2009.89.80,20098980,9903.88.03,25.0
2009.90.20,20099020,9903.88.15,7.5
2009.90.40,20099040,9903.88.03,25.0
2101-11-21 00:00:00,2101-11-21 00:00:00,9903.88.15,7.5
2101-11-29 00:00:00,2101-11-29 00:00:00,9903.88.15,7.5
2101.12.32,21011232,9903.88.15,7.5
2101.12.34,21011234,9903.88.15,7.5
2101.12.38,21011238,9903.88.15,7.5
2101.12.44,21011244,9903.88.15,7.5
2101.12.48,21011248,9903.88.15,7.5
2101.12.54,21011254,9903.88.15,7.5
2101.12.58,21011258,9903.88.15,7.5
2101.12.90,21011290,9903.88.15,7.5
2101.20.20,21012020,9903.88.15,7.5
2101.20.32,21012032,9903.88.15,7.5
2101.20.34,21012034,9903.88.15,7.5
2101.20.38,21012038,9903.88.15,7.5
2101.20.44,21012044,9903.88.15,7.5
2101.20.48,21012048,9903.88.15,7.5
2101.20.54,21012054,9903.88.15,7.5
2101.20.58,21012058,9903.88.15,7.5
2101.20.90,21012090,9903.88.15,7.5
2101.30.00,21013000,9903.88.15,7.5
2102.10.00,21021000,9903.88.15,7.5
2102.20.20,21022020,9903.88.15,7.5
2102.20.40,21022040,9903.88.15,7.5
2102.20.60,21022060,9903.88.15,7.5
2102.30.00,21023000,9903.88.15,7.5
2103.10.00,21031000,9903.88.03,25.0
2103.20.20,21032020,9903.88.15,7.5
2103.20.40,21032040,9903.88.15,7.5
2103.30.20,21033020,9903.88.15,7.5
2103.30.40,21033040,9903.88.15,7.5
2103.90.20,21039020,9903.88.15,7.5
2103.90.40,21039040,9903.88.15,7.5
2103.90.72,21039072,9903.88.15,7.5
2103.90.74,21039074,9903.88.15,7.5
2103.90.78,21039078,9903.88.15,7.5
2103.90.80,21039080,9903.88.03,25.0
2103.90.90,21039090,9903.88.15,7.5
2104.10.00,21041000,9903.88.15,7.5
2104.20.10,21042010,9903.88.15,7.5
2104.20.50,21042050,9903.88.15,7.5
2105.00.05,21050005,9903.88.15,7.5
2105.00.10,21050010,9903.88.15,7.5
2105.00.20,21050020,9903.88.15,7.5
2105.00.25,21050025,9903.88.15,7.5
2105.00.30,21050030,9903.88.15,7.5
2105.00.40,21050040,9903.88.15,7.5
2105.00.50,21050050,9903.88.15,7.5
2106.10.00,21061000,9903.88.03,25.0
2106.90.03,21069003,9903.88.15,7.5
2106.90.06,21069006,9903.88.15,7.5
2106.90.09,21069009,9903.88.15,7.5
2106.90.12,21069012,9903.88.15,7.5
2106.90.15,21069015,9903.88.15,7.5
2106.90.18,21069018,9903.88.15,7.5
2106.90.22,21069022,9903.88.15,7.5
2106.90.24,21069024,9903.88.15,7.5
2106.90.26,21069026,9903.88.15,7.5
2106.90.28,21069028,9903.88.15,7.5
2106.90.32,21069032,9903.88.15,7.5
2106.90.34,21069034,9903.88.15,7.5
2106.90.36,21069036,9903.88.15,7.5
2106.90.38,21069038,9903.88.15,7.5
2106.90.42,21069042,9903.88.15,7.5
2106.90.44,21069044,9903.88.15,7.5
2106.90.46,21069046,9903.88.15,7.5
2106.90.48,21069048,9903.88.15,7.5
2106.90.52,21069052,9903.88.15,7.5
2106.90.54,21069054,9903.88.15,7.5
2106.90.58,21069058,9903.88.15,7.5
2106.90.62,21069062,9903.88.15,7.5
2106.90.64,21069064,9903.88.15,7.5
2106.90.66,21069066,9903.88.15,7.5
2106.90.68,21069068,9903.88.15,7.5
2106.90.72,21069072,9903.88.15,7.5
2106.90.74,21069074,9903.88.15,7.5
2106.90.76,21069076,9903.88.15,7.5
2106.90.78,21069078,9903.88.15,7.5
2106.90.80,21069080,9903.88.15,7.5
2106.90.82,21069082,9903.88.15,7.5
2106.90.83,21069083,9903.88.15,7.5
2106.90.85,21069085,9903.88.15,7.5
2106.90.87,21069087,9903.88.15,7.5
2106.90.89,21069089,9903.88.15,7.5
2106.90.91,21069091,9903.88.15,7.5
2106.90.92,21069092,9903.88.15,7.5
2106.90.94,21069094,9903.88.15,7.5
2106.90.95,21069095,9903.88.15,7.5
2106.90.97,21069097,9903.88.15,7.5
2106.90.99,21069099,9903.88.15,7.5
2201.10.00,22011000,9903.88.03,25.0
2201.90.00,22019000,9903.88.03,25.0
2202.10.00,22021000,9903.88.03,25.0
2202.91.00,22029100,9903.88.15,7.5
2202.99.10,22029910,9903.88.15,7.5
2202.99.22,22029922,9903.88.15,7.5
2202.99.24,22029924,9903.88.15,7.5
2202.99.28,22029928,9903.88.15,7.5
2202.99.30,22029930,9903.88.03,25.0
2202.99.35,22029935,9903.88.03,25.0
2202.99.36,22029936,9903.88.03,25.0
2202.99.37,22029937,9903.88.03,25.0
2202.99.91,22029991,9903.88.03,25.0
2203.00.00,22030000,9903.88.03,25.0
2204.10.00,22041000,9903.88.03,25.0
2204.21.20,22042120,9903.88.03,25.0
2204.21.30,22042130,9903.88.03,25.0
2204.21.50,22042150,9903.88.03,25.0
2204.21.60,22042160,9903.88.03,25.0
2204.21.80,22042180,9903.88.03,25.0
2204.22.20,22042220,9903.88.15,7.5
2204.22.40,22042240,9903.88.15,7.5
2204.22.60,22042260,9903.88.15,7.5
2204.22.80,22042280,9903.88.15,7.5
2204.29.61,22042961,9903.88.15,7.5
2204.29.81,22042981,9903.88.15,7.5
2204.30.00,22043000,9903.88.15,7.5
2205-10-30 00:00:00,2205-10-30 00:00:00,9903.88.15,7.5
2205.10.60,22051060,9903.88.15,7.5
2205.90.20,22059020,9903.88.15,7.5
2205.90.40,22059040,9903.88.15,7.5
2205.90.60,22059060,9903.88.15,7.5
2206.00.15,22060015,9903.88.15,7.5
2206.00.30,22060030,9903.88.15,7.5
2206.00.45,22060045,9903.88.03,25.0
2206.00.60,22060060,9903.88.15,7.5
2206.00.90,22060090,9903.88.03,25.0
2207-10-30 00:00:00,2207-10-30 00:00:00,9903.88.03,25.0
2207.10.60,22071060,9903.88.03,25.0
2207.20.00,22072000,9903.88.15,7.5
2208.20.10,22082010,9903.88.15,7.5
2208.20.20,22082020,9903.88.15,7.5
2208.20.30,22082030,9903.88.15,7.5
2208.20.40,22082040,9903.88.15,7.5
2208.20.50,22082050,9903.88.15,7.5
2208.20.60,22082060,9903.88.15,7.5
2208.30.30,22083030,9903.88.15,7.5
2208.30.60,22083060,9903.88.15,7.5
2208.40.20,22084020,9903.88.15,7.5
2208.40.40,22084040,9903.88.15,7.5
2208.40.60,22084060,9903.88.15,7.5
2208.40.80,22084080,9903.88.15,7.5
2208.50.00,22085000,9903.88.15,7.5
2208.60.10,22086010,9903.88.15,7.5
2208.60.20,22086020,9903.88.15,7.5
2208.60.50,22086050,9903.88.15,7.5
2208.70.00,22087000,9903.88.15,7.5
2208.90.01,22089001,9903.88.15,7.5
2208.90.05,22089005,9903.88.15,7.5
2208.90.10,22089010,9903.88.15,7.5
2208.90.12,22089012,9903.88.15,7.5
2208.90.14,22089014,9903.88.15,7.5
2208.90.15,22089015,9903.88.15,7.5
2208.90.20,22089020,9903.88.15,7.5
2208.90.25,22089025,9903.88.15,7.5
2208.90.30,22089030,9903.88.15,7.5
2208.90.35,22089035,9903.88.15,7.5
2208.90.40,22089040,9903.88.15,7.5
2208.90.46,22089046,9903.88.15,7.5
2208.90.50,22089050,9903.88.15,7.5
2208.90.55,22089055,9903.88.15,7.5
2208.90.71,22089071,9903.88.15,7.5
2208.90.72,22089072,9903.88.15,7.5
2208.90.75,22089075,9903.88.15,7.5
2209.00.00,22090000,9903.88.03,25.0
2301.10.00,23011000,9903.88.03,25.0
2301.20.00,23012000,9903.88.03,25.0
2302.10.00,23021000,9903.88.15,7.5
2302.30.00,23023000,9903.88.03,25.0
2302.40.01,23024001,9903.88.03,25.0
2302.50.00,23025000,9903.88.03,25.0
2303.10.00,23031000,9903.88.03,25.0
2303.20.00,23032000,9903.88.03,25.0
2303.30.00,23033000,9903.88.03,25.0
2304.00.00,23040000,9903.88.03,25.0
2305.00.00,23050000,9903.88.03,25.0
2306.10.00,23061000,9903.88.15,7.5
2306.20.00,23062000,9903.88.03,25.0
2306.30.00,23063000,9903.88.03,25.0
2306.41.00,23064100,9903.88.03,25.0
2306.49.00,23064900,9903.88.03,25.0
2306.50.00,23065000,9903.88.15,7.5
2306.60.00,23066000,9903.88.15,7.5
2306.90.01,23069001,9903.88.03,25.0
2307.00.00,23070000,9903.88.15,7.5
2308.00.10,23080010,9903.88.15,7.5
2308.00.93,23080093,9903.88.15,7.5
2308.00.95,23080095,9903.88.03,25.0
2308.00.98,23080098,9903.88.03,25.0
2309.10.00,23091000,9903.88.03,25.0
2309.90.10,23099010,9903.88.03,25.0
2309.90.22,23099022,9903.88.15,7.5
2309.90.24,23099024,9903.88.15,7.5
2309.90.28,23099028,9903.88.15,7.5
2309.90.42,23099042,9903.88.15,7.5
2309.90.44,23099044,9903.88.15,7.5
2309.90.48,23099048,9903.88.15,7.5
2309.90.60,23099060,9903.88.15,7.5
2309.90.70,23099070,9903.88.03,25.0
2309.90.95,23099095,9903.88.03,25.0
2401-10-21 00:00:00,2401-10-21 00:00:00,9903.88.15,7.5
2401-10-29 00:00:00,2401-10-29 00:00:00,9903.88.15,7.5
2401.10.44,24011044,9903.88.03,25.0
2401.10.48,24011048,9903.88.15,7.5
2401.10.53,24011053,9903.88.15,7.5
2401.10.61,24011061,9903.88.15,7.5
2401.10.63,24011063,9903.88.15,7.5
2401.10.65,24011065,9903.88.15,7.5
2401.10.95,24011095,9903.88.15,7.5
2401.20.05,24012005,9903.88.03,25.0
2401.20.14,24012014,9903.88.03,25.0
2401.20.18,24012018,9903.88.03,25.0
2401.20.23,24012023,9903.88.03,25.0
2401.20.26,24012026,9903.88.03,25.0
2401.20.29,24012029,9903.88.03,25.0
2401.20.31,24012031,9903.88.03,25.0
2401.20.33,24012033,9903.88.03,25.0
2401.20.35,24012035,9903.88.03,25.0
2401.20.57,24012057,9903.88.03,25.0
2401.20.60,24012060,9903.88.03,25.0
2401.20.75,24012075,9903.88.03,25.0
2401.20.83,24012083,9903.88.03,25.0
2401.20.85,24012085,9903.88.03,25.0
2401.20.87,24012087,9903.88.03,25.0
2401.30.03,24013003,9903.88.03,25.0
2401.30.06,24013006,9903.88.03,25.0
2401.30.09,24013009,9903.88.03,25.0
2401.30.13,24013013,9903.88.03,25.0
2401.30.16,24013016,9903.88.03,25.0
2401.30.19,24013019,9903.88.03,25.0
2401.30.23,24013023,9903.88.03,25.0
2401.30.25,24013025,9903.88.03,25.0
2401.30.27,24013027,9903.88.03,25.0
2401.30.33,24013033,9903.88.03,25.0
2401.30.35,24013035,9903.88.03,25.0
2401.30.37,24013037,9903.88.03,25.0
2401.30.70,24013070,9903.88.03,25.0
2402-10-30 00:00:00,2402-10-30 00:00:00,9903.88.03,25.0
2402.10.60,24021060,9903.88.03,25.0
2402.10.80,24021080,9903.88.03,25.0
2402.20.10,24022010,9903.88.03,25.0
2402.20.80,24022080,9903.88.03,25.0
2402.20.90,24022090,9903.88.03,25.0
2402.90.00,24029000,9903.88.03,25.0
2403.11.00,24031100,9903.88.03,25.0
2403.19.20,24031920,9903.88.03,25.0
2403.19.30,24031930,9903.88.03,25.0
2403.19.60,24031960,9903.88.03,25.0
2403.19.90,24031990,9903.88.03,25.0
2403.91.20,24039120,9903.88.15,7.5
2403.91.43,24039143,9903.88.03,25.0
2403.91.45,24039145,9903.88.15,7.5
2403.91.47,24039147,9903.88.15,7.5
2403.99.21,24039921,9903.88.03,25.0
2403.99.31,24039931,9903.88.03,25.0
2403.99.60,24039960,9903.88.03,25.0
2403.99.90,24039990,9903.88.03,25.0
2404.11.00,24041100,9903.88.03,25.0
2404-12-05 00:00:00,2404-12-05 00:00:00,9903.88.03,25.0
2404-12-10 00:00:00,2404-12-10 00:00:00,9903.88.03,25.0
2404.12.90,24041290,9903.88.03,25.0
2404.19.05,24041905,9903.88.03,25.0
2404.19.10,24041910,9903.88.03,25.0
2404.19.90,24041990,9903.88.03,25.0
2404.91.00,24049100,9903.88.15,7.5
2404.92.00,24049200,9903.88.03,25.0
2404.99.00,24049900,9903.88.03,25.0
2501.00.00,25010000,9903.88.03,25.0
2502.00.00,25020000,9903.88.03,25.0
2503.00.00,25030000,9903.88.03,25.0
2504-10-10 00:00:00,2504-10-10 00:00:00,9903.91.06,25.0
2504.10.50,25041050,9903.91.06,25.0
2504.90.00,25049000,9903.91.06,25.0
2505-10-10 00:00:00,2505-10-10 00:00:00,9903.88.03,25.0
2505.10.50,25051050,9903.88.03,25.0
2505.90.00,25059000,9903.88.03,25.0
2506.10.00,25061000,9903.88.03,25.0
2506.20.00,25062000,9903.88.03,25.0
2507.00.00,25070000,9903.88.03,25.0
2508.10.00,25081000,9903.88.03,25.0
2508.40.01,25084001,9903.88.03,25.0
2508.50.00,25085000,9903.88.03,25.0
2508.60.00,25086000,9903.88.03,25.0
2508.70.00,25087000,9903.88.03,25.0
2509.00.10,25090010,9903.88.03,25.0
2509.00.20,25090020,9903.88.03,25.0
2510.10.00,25101000,9903.88.03,25.0
2510.20.00,25102000,9903.88.03,25.0
2511.20.00,25112000,9903.88.03,25.0
2512.00.00,25120000,9903.88.03,25.0
2513.10.00,25131000,9903.88.03,25.0
2513.20.10,25132010,9903.88.03,25.0
2513.20.90,25132090,9903.88.03,25.0
2514.00.00,25140000,9903.88.03,25.0
2515.11.00,25151100,9903.88.03,25.0
2515-12-10 00:00:00,2515-12-10 00:00:00,9903.88.03,25.0
2515-12-20 00:00:00,2515-12-20 00:00:00,9903.88.03,25.0
2515.20.00,25152000,9903.88.03,25.0
2516.11.00,25161100,9903.88.03,25.0
2516.12.00,25161200,9903.88.03,25.0
2516.20.10,25162010,9903.88.03,25.0
2516.20.20,25162020,9903.88.03,25.0
2516.90.00,25169000,9903.88.03,25.0
2517.10.00,25171000,9903.88.03,25.0
2517.20.00,25172000,9903.88.03,25.0
2517.30.00,25173000,9903.88.03,25.0
2517.41.00,25174100,9903.88.03,25.0
2517.49.00,25174900,9903.88.03,25.0
2518.10.00,25181000,9903.88.03,25.0
2518.20.00,25182000,9903.88.03,25.0
2520.10.00,25201000,9903.88.03,25.0
2520.20.00,25202000,9903.88.03,25.0
2521.00.00,25210000,9903.88.03,25.0
2522.10.00,25221000,9903.88.03,25.0
2522.20.00,25222000,9903.88.03,25.0
2522.30.00,25223000,9903.88.03,25.0
2523.10.00,25231000,9903.88.03,25.0
2523.21.00,25232100,9903.88.03,25.0
2523.29.00,25232900,9903.88.03,25.0
2523.30.00,25233000,9903.88.03,25.0
2523.90.00,25239000,9903.88.03,25.0
2524.10.00,25241000,9903.88.03,25.0
2524.90.00,25249000,9903.88.03,25.0
2525.10.00,25251000,9903.88.03,25.0
2525.20.00,25252000,9903.88.03,25.0
2525.30.00,25253000,9903.88.03,25.0
2528.00.00,25280000,9903.88.03,25.0
2529.10.00,25291000,9903.88.03,25.0
2529.30.00,25293000,9903.88.03,25.0
2530.10.00,25301000,9903.88.03,25.0
2530.20.10,25302010,9903.88.03,25.0
2530.20.20,25302020,9903.88.03,25.0
2530.90.10,25309010,9903.88.03,25.0
2530.90.20,25309020,9903.88.03,25.0
2601.11.00,26011100,9903.88.03,25.0
2601.12.00,26011200,9903.88.03,25.0
2601.20.00,26012000,9903.88.03,25.0
2602.00.00,26020000,9903.91.01,25.0
2604.00.00,26040000,9903.88.03,25.0
2605.00.00,26050000,9903.91.01,25.0
2606.00.00,26060000,9903.91.01,25.0
2607.00.00,26070000,9903.88.03,25.0
2608.00.00,26080000,9903.91.01,25.0
2610.00.00,26100000,9903.91.01,25.0
2611.00.60,26110060,9903.91.01,25.0
2612.10.00,26121000,9903.88.03,25.0
2614.00.30,26140030,9903.88.03,25.0
2614.00.60,26140060,9903.88.03,25.0
2615.10.00,26151000,9903.88.03,25.0
2615.90.30,26159030,9903.88.03,25.0
2615.90.60,26159060,9903.88.03,25.0
2616.10.00,26161000,9903.88.03,25.0
2616.90.00,26169000,9903.88.03,25.0
2617.90.00,26179000,9903.88.03,25.0
2618.00.00,26180000,9903.88.03,25.0
2619.00.30,26190030,9903.88.03,25.0
2619.00.90,26190090,9903.88.03,25.0
2620.11.00,26201100,9903.88.03,25.0
2620.19.30,26201930,9903.88.03,25.0
2620.19.60,26201960,9903.88.03,25.0
2620.21.00,26202100,9903.88.03,25.0
2620.29.00,26202900,9903.88.03,25.0
2620.30.00,26203000,9903.88.03,25.0
2620.60.10,26206010,9903.88.03,25.0
2620.60.90,26206090,9903.88.03,25.0
2620.91.00,26209100,9903.88.03,25.0
2620.99.10,26209910,9903.88.03,25.0
2620.99.20,26209920,9903.88.03,25.0
2620.99.30,26209930,9903.88.03,25.0
2620.99.50,26209950,9903.88.03,25.0
2620.99.75,26209975,9903.88.03,25.0
2620.99.85,26209985,9903.88.03,25.0
2621.10.00,26211000,9903.88.15,7.5
2621.90.00,26219000,9903.88.03,25.0
2701.11.00,27011100,9903.88.03,25.0
2701.12.00,27011200,9903.88.03,25.0
2701.19.00,27011900,9903.88.03,25.0
2701.20.00,27012000,9903.88.03,25.0
2702.10.00,27021000,9903.88.03,25.0
2702.20.00,27022000,9903.88.03,25.0
2703.00.00,27030000,9903.88.03,25.0
2705.00.00,27050000,9903.88.03,25.0
2706.00.00,27060000,9903.88.03,25.0
2707.10.00,27071000,9903.88.03,25.0
2707.20.00,27072000,9903.88.03,25.0
2707.30.00,27073000,9903.88.03,25.0
2707.40.00,27074000,9903.88.03,25.0
2707.50.00,27075000,9903.88.03,25.0
2707.91.00,27079100,9903.88.03,25.0
2707.99.10,27079910,9903.88.03,25.0
2707.99.20,27079920,9903.88.03,25.0
2707.99.40,27079940,9903.88.03,25.0
2707.99.51,27079951,9903.88.15,7.5
2707.99.55,27079955,9903.88.03,25.0
2707.99.59,27079959,9903.88.03,25.0
2707.99.90,27079990,9903.88.03,25.0
2708.10.00,27081000,9903.88.03,25.0
2708.20.00,27082000,9903.88.03,25.0
2709.00.10,27090010,9903.88.03,25.0
2709.00.20,27090020,9903.88.03,25.0
2710-12-15 00:00:00,2710-12-15 00:00:00,9903.88.03,25.0
2710-12-18 00:00:00,2710-12-18 00:00:00,9903.88.03,25.0
2710-12-25 00:00:00,2710-12-25 00:00:00,9903.88.03,25.0
2710.12.45,27101245,9903.88.03,25.0
2710.12.90,27101290,9903.88.03,25.0
2710.19.06,27101906,9903.88.03,25.0
2710.19.11,27101911,9903.88.03,25.0
2710.19.16,27101916,9903.88.03,25.0
2710.19.24,27101924,9903.88.03,25.0
2710.19.25,27101925,9903.88.03,25.0
2710.19.26,27101926,9903.88.03,25.0
2710.19.30,27101930,9903.88.02,25.0
2710.19.35,27101935,9903.88.02,25.0
2710.19.40,27101940,9903.88.02,25.0
2710.19.45,27101945,9903.88.03,25.0
2710.19.90,27101990,9903.88.03,25.0
2710.20.05,27102005,9903.88.03,25.0
2710.20.10,27102010,9903.88.03,25.0
2710.20.15,27102015,9903.88.03,25.0
2710.20.25,27102025,9903.88.03,25.0
2710.91.00,27109100,9903.88.15,7.5
2710.99.05,27109905,9903.88.15,7.5
2710.99.10,27109910,9903.88.15,7.5
2710.99.16,27109916,9903.88.15,7.5
2710.99.21,27109921,9903.88.15,7.5
2710.99.31,27109931,9903.88.15,7.5
2710.99.32,27109932,9903.88.15,7.5
2710.99.39,27109939,9903.88.15,7.5
2710.99.45,27109945,9903.88.15,7.5
2710.99.90,27109990,9903.88.15,7.5
2711.11.00,27111100,9903.88.03,25.0
2711.12.00,27111200,9903.88.03,25.0
2711.13.00,27111300,9903.88.03,25.0
2711.14.00,27111400,9903.88.03,25.0
2711.19.00,27111900,9903.88.03,25.0
2711.21.00,27112100,9903.88.03,25.0
2711.29.00,27112900,9903.88.03,25.0
2712.10.00,27121000,9903.88.03,25.0
2712.20.00,27122000,9903.88.15,7.5
2712.90.10,27129010,9903.88.03,25.0
2712.90.20,27129020,9903.88.03,25.0
2713.11.00,27131100,9903.88.03,25.0
2713.12.00,27131200,9903.88.03,25.0
2713.20.00,27132000,9903.88.03,25.0
2713.90.00,27139000,9903.88.03,25.0
2714.10.00,27141000,9903.88.03,25.0
2714.90.00,27149000,9903.88.03,25.0
2715.00.00,27150000,9903.88.03,25.0
2801.10.00,28011000,9903.88.03,25.0
2801.20.00,28012000,9903.88.03,25.0
2801.30.10,28013010,9903.88.03,25.0
2801.30.20,28013020,9903.88.03,25.0
2802.00.00,28020000,9903.88.03,25.0
2803.00.00,28030000,9903.88.03,25.0
2804.10.00,28041000,9903.88.03,25.0
2804.21.00,28042100,9903.88.03,25.0
2804.29.00,28042900,9903.88.03,25.0
2804.30.00,28043000,9903.88.03,25.0
2804.40.00,28044000,9903.88.03,25.0
2804.50.00,28045000,9903.88.03,25.0
2804.61.00,28046100,9903.91.05,50.0
2804.80.00,28048000,9903.88.03,25.0
2804.90.00,28049000,9903.88.03,25.0
2805.11.00,28051100,9903.88.03,25.0
2805.12.00,28051200,9903.88.03,25.0
2805.19.10,28051910,9903.88.03,25.0
2805.19.20,28051920,9903.88.03,25.0
2805.19.90,28051990,9903.88.03,25.0
2805.40.00,28054000,9903.88.03,25.0
2806.10.00,28061000,9903.88.03,25.0
2806.20.00,28062000,9903.88.03,25.0
2807.00.00,28070000,9903.88.03,25.0
2808.00.00,28080000,9903.88.03,25.0
2809.10.00,28091000,9903.88.03,25.0
2809.20.00,28092000,9903.88.03,25.0
2810.00.00,28100000,9903.88.03,25.0
2811.11.00,28111100,9903.88.03,25.0
2811.12.00,28111200,9903.88.03,25.0
2811.19.10,28111910,9903.88.15,7.5
2811.19.30,28111930,9903.88.03,25.0
2811.19.61,28111961,9903.88.03,25.0
2811.21.00,28112100,9903.88.03,25.0
2811.22.10,28112210,9903.88.03,25.0
2811.22.50,28112250,9903.88.03,25.0
2811.29.10,28112910,9903.88.03,25.0
2811.29.20,28112920,9903.88.03,25.0
2811.29.30,28112930,9903.88.03,25.0
2811.29.50,28112950,9903.88.03,25.0
2812.11.00,28121100,9903.88.03,25.0
2812.12.00,28121200,9903.88.03,25.0
2812.13.00,28121300,9903.88.03,25.0
2812.14.00,28121400,9903.88.03,25.0
2812.15.00,28121500,9903.88.03,25.0
2812.16.00,28121600,9903.88.03,25.0
2812.17.00,28121700,9903.88.03,25.0
2812.19.00,28121900,9903.88.03,25.0
2812.90.00,28129000,9903.88.03,25.0
2813.10.00,28131000,9903.88.03,25.0
2813.90.10,28139010,9903.88.03,25.0
2813.90.20,28139020,9903.88.03,25.0
2813.90.50,28139050,9903.88.03,25.0
2814.10.00,28141000,9903.88.03,25.0
2814.20.00,28142000,9903.88.03,25.0
2815.11.00,28151100,9903.88.03,25.0
2815.12.00,28151200,9903.88.03,25.0
2815.20.00,28152000,9903.88.03,25.0
2815.30.00,28153000,9903.88.03,25.0
2816.10.00,28161000,9903.88.03,25.0
2816.40.10,28164010,9903.88.03,25.0
2817.00.00,28170000,9903.88.03,25.0
2818-10-10 00:00:00,2818-10-10 00:00:00,9903.88.15,7.5
2818-10-20 00:00:00,2818-10-20 00:00:00,9903.88.15,7.5
2818.30.00,28183000,9903.88.03,25.0
2819.10.00,28191000,9903.88.03,25.0
2819.90.00,28199000,9903.88.03,25.0
2820.10.00,28201000,9903.88.03,25.0
2820.90.00,28209000,9903.88.03,25.0
2821.10.00,28211000,9903.88.03,25.0
2821.20.00,28212000,9903.88.03,25.0
2822.00.00,28220000,9903.88.03,25.0
2823.00.00,28230000,9903.88.03,25.0
2824.10.00,28241000,9903.88.03,25.0
2824.90.10,28249010,9903.88.03,25.0
2824.90.20,28249020,9903.88.03,25.0
2824.90.50,28249050,9903.88.03,25.0
2825.10.00,28251000,9903.88.03,25.0
2825.20.00,28252000,9903.88.03,25.0
2825.30.00,28253000,9903.88.03,25.0
2825.40.00,28254000,9903.88.03,25.0
2825.50.10,28255010,9903.88.03,25.0
2825.50.20,28255020,9903.88.03,25.0
2825.50.30,28255030,9903.88.03,25.0
2825.60.00,28256000,9903.88.03,25.0
2825.90.10,28259010,9903.88.03,25.0
2825.90.15,28259015,9903.88.03,25.0
2825.90.30,28259030,9903.91.01,25.0
2825.90.75,28259075,9903.88.03,25.0
2825.90.90,28259090,9903.88.03,25.0
2826.12.00,28261200,9903.88.03,25.0
2826.19.10,28261910,9903.88.03,25.0
2826.19.20,28261920,9903.88.03,25.0
2826.19.90,28261990,9903.88.03,25.0
2826.30.00,28263000,9903.88.03,25.0
2826.90.10,28269010,9903.88.03,25.0
2827.10.00,28271000,9903.88.03,25.0
2827.20.00,28272000,9903.88.03,25.0
2827.31.00,28273100,9903.88.03,25.0
2827.32.00,28273200,9903.88.03,25.0
2827.35.00,28273500,9903.88.03,25.0
2827.39.10,28273910,9903.88.15,7.5
2827.39.30,28273930,9903.88.03,25.0
2827.39.45,28273945,9903.88.03,25.0
2827.39.55,28273955,9903.88.03,25.0
2827.39.60,28273960,9903.88.03,25.0
2827.39.65,28273965,9903.88.03,25.0
2827.39.90,28273990,9903.88.03,25.0
2827.41.00,28274100,9903.88.03,25.0
2827.49.10,28274910,9903.88.03,25.0
2827.51.00,28275100,9903.88.03,25.0
2827.59.25,28275925,9903.88.03,25.0
2827.59.51,28275951,9903.88.03,25.0
2827.60.10,28276010,9903.88.03,25.0
2827.60.20,28276020,9903.88.03,25.0
2827.60.51,28276051,9903.88.03,25.0
2828.10.00,28281000,9903.88.03,25.0
2828.90.00,28289000,9903.88.03,25.0
2829.11.00,28291100,9903.88.03,25.0
2829.19.01,28291901,9903.88.03,25.0
2829.90.05,28299005,9903.88.03,25.0
2829.90.40,28299040,9903.88.03,25.0
2829.90.61,28299061,9903.88.03,25.0
2830.10.00,28301000,9903.88.03,25.0
2830.90.10,28309010,9903.88.03,25.0
2830.90.15,28309015,9903.88.03,25.0
2830.90.20,28309020,9903.88.03,25.0
2830.90.90,28309090,9903.88.03,25.0
2831-10-10 00:00:00,2831-10-10 00:00:00,9903.88.03,25.0
2831.10.50,28311050,9903.88.03,25.0
2831.90.00,28319000,9903.88.03,25.0
2832.10.00,28321000,9903.88.03,25.0
2832.20.00,28322000,9903.88.03,25.0
2832.30.10,28323010,9903.88.03,25.0
2832.30.50,28323050,9903.88.03,25.0
2833-11-10 00:00:00,2833-11-10 00:00:00,9903.88.03,25.0
2833.11.50,28331150,9903.88.03,25.0
2833.19.00,28331900,9903.88.03,25.0
2833.21.00,28332100,9903.88.03,25.0
2833.22.00,28332200,9903.88.03,25.0
2833.24.00,28332400,9903.88.03,25.0
2833.25.00,28332500,9903.88.03,25.0
2833.27.00,28332700,9903.88.03,25.0
2833.29.10,28332910,9903.88.03,25.0
2833.29.20,28332920,9903.88.03,25.0
2833.29.30,28332930,9903.88.03,25.0
2833.29.40,28332940,9903.88.03,25.0
2833.29.45,28332945,9903.88.03,25.0
2833.29.51,28332951,9903.88.03,25.0
2833.30.00,28333000,9903.88.03,25.0
2833.40.20,28334020,9903.88.03,25.0
