HTS,clean_hts,Heading,s301_rate
5407.53.10,54075310,9903.88.03,25.0
5407.53.20,54075320,9903.88.03,25.0
5407.54.00,54075400,9903.88.15,7.5
5407.61.11,54076111,9903.88.03,25.0
5407.61.19,54076119,9903.88.03,25.0
5407.61.21,54076121,9903.88.03,25.0
5407.61.29,54076129,9903.88.03,25.0
5407.61.91,54076191,9903.88.03,25.0
5407.61.99,54076199,9903.88.03,25.0
5407.69.10,54076910,9903.88.03,25.0
5407.69.20,54076920,9903.88.03,25.0
5407.69.30,54076930,9903.88.03,25.0
5407.69.40,54076940,9903.88.03,25.0
5407.69.90,54076990,9903.88.03,25.0
5407.71.00,54077100,9903.88.03,25.0
5407.72.00,54077200,9903.88.03,25.0
5407.73.10,54077310,9903.88.03,25.0
5407.73.20,54077320,9903.88.03,25.0
5407.74.00,54077400,9903.88.03,25.0
5407.81.00,54078100,9903.88.03,25.0
5407.82.00,54078200,9903.88.03,25.0
5407.83.00,54078300,9903.88.03,25.0
5407.84.00,54078400,9903.88.03,25.0
5407.91.05,54079105,9903.88.03,25.0
5407.91.10,54079110,9903.88.03,25.0
5407.91.20,54079120,9903.88.03,25.0
5407.92.05,54079205,9903.88.03,25.0
5407.92.10,54079210,9903.88.03,25.0
5407.92.20,54079220,9903.88.03,25.0
5407.93.05,54079305,9903.88.03,25.0
5407.93.10,54079310,9903.88.03,25.0
5407.93.15,54079315,9903.88.03,25.0
5407.93.20,54079320,9903.88.03,25.0
5407.94.05,54079405,9903.88.03,25.0
5407.94.10,54079410,9903.88.03,25.0
5407.94.20,54079420,9903.88.03,25.0
5408.10.00,54081000,9903.88.03,25.0
5408.21.00,54082100,9903.88.03,25.0
5408.22.10,54082210,9903.88.03,25.0
5408.22.90,54082290,9903.88.03,25.0
5408.23.11,54082311,9903.88.03,25.0
5408.23.19,54082319,9903.88.03,25.0
5408.23.21,54082321,9903.88.03,25.0
5408.23.29,54082329,9903.88.03,25.0
5408.24.10,54082410,9903.88.03,25.0
5408.24.90,54082490,9903.88.03,25.0
5408.31.05,54083105,9903.88.03,25.0
5408.31.10,54083110,9903.88.03,25.0
5408.31.20,54083120,9903.88.03,25.0
5408.32.05,54083205,9903.88.03,25.0
5408.32.10,54083210,9903.88.03,25.0
5408.32.30,54083230,9903.88.03,25.0
5408.32.90,54083290,9903.88.03,25.0
5408.33.05,54083305,9903.88.03,25.0
5408.33.10,54083310,9903.88.03,25.0
5408.33.15,54083315,9903.88.03,25.0
5408.33.30,54083330,9903.88.03,25.0
5408.33.90,54083390,9903.88.03,25.0
5408.34.05,54083405,9903.88.03,25.0
5408.34.10,54083410,9903.88.03,25.0
5408.34.30,54083430,9903.88.03,25.0
5408.34.90,54083490,9903.88.03,25.0
5501.11.00,55011100,9903.88.03,25.0
5501.19.00,55011900,9903.88.03,25.0
5501.20.00,55012000,9903.88.03,25.0
5501.30.00,55013000,9903.88.03,25.0
5501.40.00,55014000,9903.88.03,25.0
5501.90.01,55019001,9903.88.03,25.0
5502.10.00,55021000,9903.88.03,25.0
5502.90.00,55029000,9903.88.03,25.0
5503.11.00,55031100,9903.88.03,25.0
5503.19.10,55031910,9903.88.03,25.0
5503.19.90,55031990,9903.88.03,25.0
5503.20.00,55032000,9903.88.03,25.0
5503.30.00,55033000,9903.88.03,25.0
5503.40.00,55034000,9903.88.03,25.0
5503.90.10,55039010,9903.88.03,25.0
5503.90.90,55039090,9903.88.03,25.0
5504.10.00,55041000,9903.88.15,7.5
5504.90.00,55049000,9903.88.03,25.0
5505.10.00,55051000,9903.88.03,25.0
5505.20.00,55052000,9903.88.03,25.0
5506.10.00,55061000,9903.88.03,25.0
5506.20.00,55062000,9903.88.03,25.0
5506.30.00,55063000,9903.88.03,25.0
5506.40.00,55064000,9903.88.03,25.0
5506.90.01,55069001,9903.88.03,25.0
5507.00.00,55070000,9903.88.03,25.0
5508.10.00,55081000,9903.88.03,25.0
5508.20.00,55082000,9903.88.03,25.0
5509.11.00,55091100,9903.88.03,25.0
5509.12.00,55091200,9903.88.03,25.0
5509.21.00,55092100,9903.88.03,25.0
5509.22.00,55092200,9903.88.03,25.0
5509.31.00,55093100,9903.88.03,25.0
5509.32.00,55093200,9903.88.03,25.0
5509.41.00,55094100,9903.88.03,25.0
5509.42.00,55094200,9903.88.03,25.0
5509.51.30,55095130,9903.88.03,25.0
5509.51.60,55095160,9903.88.03,25.0
5509.52.00,55095200,9903.88.03,25.0
5509.53.00,55095300,9903.88.03,25.0
5509.59.00,55095900,9903.88.03,25.0
5509.61.00,55096100,9903.88.03,25.0
5509.62.00,55096200,9903.88.03,25.0
5509.69.20,55096920,9903.88.03,25.0
5509.69.40,55096940,9903.88.03,25.0
5509.69.60,55096960,9903.88.03,25.0
5509.91.00,55099100,9903.88.03,25.0
5509.92.00,55099200,9903.88.03,25.0
5509.99.20,55099920,9903.88.03,25.0
5509.99.40,55099940,9903.88.03,25.0
5509.99.60,55099960,9903.88.03,25.0
5510.11.00,55101100,9903.88.03,25.0
5510.12.00,55101200,9903.88.03,25.0
5510.20.00,55102000,9903.88.03,25.0
5510.30.00,55103000,9903.88.03,25.0
5510.90.20,55109020,9903.88.03,25.0
5510.90.40,55109040,9903.88.03,25.0
5510.90.60,55109060,9903.88.03,25.0
5511.10.00,55111000,9903.88.03,25.0
5511.20.00,55112000,9903.88.03,25.0
5511.30.00,55113000,9903.88.03,25.0
5512.11.00,55121100,9903.88.03,25.0
5512.19.00,55121900,9903.88.03,25.0
5512.21.00,55122100,9903.88.03,25.0
5512.29.00,55122900,9903.88.03,25.0
5512.91.00,55129100,9903.88.03,25.0
5512.99.00,55129900,9903.88.03,25.0
5513.11.00,55131100,9903.88.03,25.0
5513.12.00,55131200,9903.88.03,25.0
5513.13.00,55131300,9903.88.03,25.0
5513.19.00,55131900,9903.88.03,25.0
5513.23.01,55132301,9903.88.03,25.0
5513.29.00,55132900,9903.88.03,25.0
5513.31.00,55133100,9903.88.03,25.0
5513.39.01,55133901,9903.88.03,25.0
5513.41.00,55134100,9903.88.03,25.0
5513.49.10,55134910,9903.88.03,25.0
5513.49.20,55134920,9903.88.03,25.0
5513.49.90,55134990,9903.88.03,25.0
5514.11.00,55141100,9903.88.03,25.0
5514.12.00,55141200,9903.88.03,25.0
5514.19.10,55141910,9903.88.03,25.0
5514.19.90,55141990,9903.88.03,25.0
5514.21.00,55142100,9903.88.03,25.0
5514.22.00,55142200,9903.88.03,25.0
5514.23.00,55142300,9903.88.03,25.0
5514.29.00,55142900,9903.88.03,25.0
5514.30.31,55143031,9903.88.03,25.0
5514.30.32,55143032,9903.88.03,25.0
5514.30.33,55143033,9903.88.03,25.0
5514.30.39,55143039,9903.88.03,25.0
5514.41.00,55144100,9903.88.03,25.0
5514.42.00,55144200,9903.88.03,25.0
5514.43.00,55144300,9903.88.03,25.0
5514.49.00,55144900,9903.88.03,25.0
5515.11.00,55151100,9903.88.03,25.0
5515.12.00,55151200,9903.88.03,25.0
5515.13.05,55151305,9903.88.03,25.0
5515.13.10,55151310,9903.88.03,25.0
5515.19.00,55151900,9903.88.03,25.0
5515.21.00,55152100,9903.88.03,25.0
5515.22.05,55152205,9903.88.03,25.0
5515.22.10,55152210,9903.88.03,25.0
5515.29.00,55152900,9903.88.03,25.0
5515.91.00,55159100,9903.88.03,25.0
5515.99.05,55159905,9903.88.03,25.0
5515.99.10,55159910,9903.88.03,25.0
5515.99.90,55159990,9903.88.03,25.0
5516.11.00,55161100,9903.88.03,25.0
5516.12.00,55161200,9903.88.03,25.0
5516.13.00,55161300,9903.88.03,25.0
5516.14.00,55161400,9903.88.03,25.0
5516.21.00,55162100,9903.88.03,25.0
5516.22.00,55162200,9903.88.03,25.0
5516.23.00,55162300,9903.88.03,25.0
5516.24.00,55162400,9903.88.03,25.0
5516.31.05,55163105,9903.88.03,25.0
5516.31.10,55163110,9903.88.03,25.0
5516.32.05,55163205,9903.88.03,25.0
5516.32.10,55163210,9903.88.03,25.0
5516.33.05,55163305,9903.88.03,25.0
5516.33.10,55163310,9903.88.03,25.0
5516.34.05,55163405,9903.88.03,25.0
5516.34.10,55163410,9903.88.03,25.0
5516.41.00,55164100,9903.88.03,25.0
5516.42.00,55164200,9903.88.03,25.0
5516.43.00,55164300,9903.88.03,25.0
5516.44.00,55164400,9903.88.03,25.0
5516.91.00,55169100,9903.88.03,25.0
5516.92.00,55169200,9903.88.03,25.0
5516.93.00,55169300,9903.88.03,25.0
5516.94.00,55169400,9903.88.03,25.0
5601.21.00,56012100,9903.88.03,25.0
5601.22.00,56012200,9903.88.03,25.0
5601.29.00,56012900,9903.88.03,25.0
5601.30.00,56013000,9903.88.03,25.0
5602-10-10 00:00:00,5602-10-10 00:00:00,9903.88.03,25.0
5602.10.90,56021090,9903.88.03,25.0
5602.21.00,56022100,9903.88.03,25.0
5602.29.00,56022900,9903.88.03,25.0
5602.90.30,56029030,9903.88.03,25.0
5602.90.60,56029060,9903.88.03,25.0
5602.90.90,56029090,9903.88.03,25.0
5603.11.00,56031100,9903.88.03,25.0
5603.12.00,56031200,9903.88.03,25.0
5603.13.00,56031300,9903.88.03,25.0
5603.14.30,56031430,9903.88.03,25.0
5603.14.90,56031490,9903.88.03,25.0
5603.91.00,56039100,9903.88.03,25.0
5603.92.00,56039200,9903.88.03,25.0
5603.93.00,56039300,9903.88.03,25.0
5603.94.10,56039410,9903.88.03,25.0
5603.94.30,56039430,9903.88.03,25.0
5603.94.90,56039490,9903.88.03,25.0
5604.10.00,56041000,9903.88.03,25.0
5604.90.20,56049020,9903.88.03,25.0
5604.90.90,56049090,9903.88.03,25.0
5605.00.10,56050010,9903.88.03,25.0
5605.00.90,56050090,9903.88.03,25.0
5606.00.00,56060000,9903.88.03,25.0
5607.21.00,56072100,9903.88.03,25.0
5607.29.00,56072900,9903.88.03,25.0
5607.41.10,56074110,9903.88.03,25.0
5607.41.30,56074130,9903.88.03,25.0
5607.49.10,56074910,9903.88.03,25.0
5607.49.15,56074915,9903.88.03,25.0
5607.49.25,56074925,9903.88.03,25.0
5607.49.30,56074930,9903.88.03,25.0
5607.50.25,56075025,9903.88.03,25.0
5607.50.35,56075035,9903.88.03,25.0
5607.50.40,56075040,9903.88.03,25.0
5607.90.10,56079010,9903.88.03,25.0
5607.90.15,56079015,9903.88.03,25.0
5607.90.25,56079025,9903.88.03,25.0
5607.90.35,56079035,9903.88.03,25.0
5607.90.90,56079090,9903.88.03,25.0
5608.11.00,56081100,9903.88.03,25.0
5608.19.10,56081910,9903.88.03,25.0
5608.19.20,56081920,9903.88.03,25.0
5608.90.10,56089010,9903.88.03,25.0
5608.90.23,56089023,9903.88.03,25.0
5608.90.27,56089027,9903.88.03,25.0
5608.90.30,56089030,9903.88.03,25.0
5609.00.10,56090010,9903.88.03,25.0
5609.00.20,56090020,9903.88.03,25.0
5609.00.30,56090030,9903.88.03,25.0
5609.00.40,56090040,9903.88.03,25.0
5701-10-13 00:00:00,5701-10-13 00:00:00,9903.88.03,25.0
5701-10-16 00:00:00,5701-10-16 00:00:00,9903.88.03,25.0
5701.10.40,57011040,9903.88.03,25.0
5701.10.90,57011090,9903.88.03,25.0
5701.90.10,57019010,9903.88.03,25.0
5701.90.20,57019020,9903.88.03,25.0
5702-10-10 00:00:00,5702-10-10 00:00:00,9903.88.03,25.0
5702.10.90,57021090,9903.88.03,25.0
5702.20.10,57022010,9903.88.03,25.0
5702.20.20,57022020,9903.88.03,25.0
5702.31.10,57023110,9903.88.03,25.0
5702.31.20,57023120,9903.88.03,25.0
5702.32.10,57023210,9903.88.03,25.0
5702.32.20,57023220,9903.88.03,25.0
5702.39.10,57023910,9903.88.03,25.0
5702.39.20,57023920,9903.88.03,25.0
5702.41.10,57024110,9903.88.03,25.0
5702.41.20,57024120,9903.88.03,25.0
5702.42.10,57024210,9903.88.03,25.0
5702.42.20,57024220,9903.88.03,25.0
5702.49.10,57024910,9903.88.03,25.0
5702.49.15,57024915,9903.88.03,25.0
5702.49.20,57024920,9903.88.03,25.0
5702.50.20,57025020,9903.88.03,25.0
5702.50.40,57025040,9903.88.03,25.0
5702.50.52,57025052,9903.88.03,25.0
5702.50.56,57025056,9903.88.03,25.0
5702.50.59,57025059,9903.88.03,25.0
5702.91.20,57029120,9903.88.03,25.0
5702.91.30,57029130,9903.88.03,25.0
5702.91.40,57029140,9903.88.03,25.0
5702.92.10,57029210,9903.88.03,25.0
5702.92.90,57029290,9903.88.03,25.0
5702.99.05,57029905,9903.88.03,25.0
5702.99.15,57029915,9903.88.03,25.0
5702.99.20,57029920,9903.88.03,25.0
5703-10-20 00:00:00,5703-10-20 00:00:00,9903.88.03,25.0
5703.10.80,57031080,9903.88.03,25.0
5703.21.00,57032100,9903.88.03,25.0
5703.29.10,57032910,9903.88.03,25.0
5703.29.20,57032920,9903.88.03,25.0
5703.31.00,57033100,9903.88.03,25.0
5703.39.10,57033910,9903.88.03,25.0
5703.39.20,57033920,9903.88.03,25.0
5703.90.00,57039000,9903.88.03,25.0
5704.10.00,57041000,9903.88.03,25.0
5704.20.00,57042000,9903.88.03,25.0
5704.90.01,57049001,9903.88.03,25.0
5705.00.10,57050010,9903.88.03,25.0
5705.00.20,57050020,9903.88.03,25.0
5801.10.00,58011000,9903.88.03,25.0
5801.21.00,58012100,9903.88.03,25.0
5801.22.10,58012210,9903.88.03,25.0
5801.22.90,58012290,9903.88.03,25.0
5801.23.00,58012300,9903.88.03,25.0
5801.26.00,58012600,9903.88.03,25.0
5801.27.10,58012710,9903.88.03,25.0
5801.27.50,58012750,9903.88.03,25.0
5801.33.00,58013300,9903.88.15,7.5
5801.36.00,58013600,9903.88.15,7.5
5801.37.10,58013710,9903.88.03,25.0
5801.37.50,58013750,9903.88.03,25.0
5801.90.10,58019010,9903.88.03,25.0
5801.90.20,58019020,9903.88.03,25.0
5802-10-10 00:00:00,5802-10-10 00:00:00,9903.88.03,25.0
5802.10.90,58021090,9903.88.03,25.0
5802.20.00,58022000,9903.88.03,25.0
5802.30.00,58023000,9903.88.03,25.0
5803.00.10,58030010,9903.88.03,25.0
5803.00.20,58030020,9903.88.03,25.0
5803.00.30,58030030,9903.88.03,25.0
5803.00.40,58030040,9903.88.03,25.0
5803.00.50,58030050,9903.88.03,25.0
5803.00.90,58030090,9903.88.03,25.0
5804-10-10 00:00:00,5804-10-10 00:00:00,9903.88.03,25.0
5804.10.90,58041090,9903.88.03,25.0
5804.21.00,58042100,9903.88.03,25.0
5804.29.10,58042910,9903.88.03,25.0
5804.29.90,58042990,9903.88.03,25.0
5804.30.00,58043000,9903.88.03,25.0
5805.00.10,58050010,9903.88.03,25.0
5805.00.20,58050020,9903.88.03,25.0
5805.00.25,58050025,9903.88.03,25.0
5805.00.30,58050030,9903.88.03,25.0
5805.00.40,58050040,9903.88.03,25.0
5806-10-10 00:00:00,5806-10-10 00:00:00,9903.88.03,25.0
5806-10-24 00:00:00,5806-10-24 00:00:00,9903.88.03,25.0
5806-10-28 00:00:00,5806-10-28 00:00:00,9903.88.03,25.0
5806-10-30 00:00:00,5806-10-30 00:00:00,9903.88.03,25.0
5806.20.00,58062000,9903.88.03,25.0
5806.31.00,58063100,9903.88.03,25.0
5806.32.10,58063210,9903.88.03,25.0
5806.32.20,58063220,9903.88.03,25.0
5806.39.10,58063910,9903.88.03,25.0
5806.39.20,58063920,9903.88.03,25.0
5806.39.30,58063930,9903.88.03,25.0
5806.40.00,58064000,9903.88.03,25.0
5807-10-05 00:00:00,5807-10-05 00:00:00,9903.88.03,25.0
5807-10-15 00:00:00,5807-10-15 00:00:00,9903.88.03,25.0
5807-10-20 00:00:00,5807-10-20 00:00:00,9903.88.03,25.0
5807.90.05,58079005,9903.88.03,25.0
5807.90.15,58079015,9903.88.03,25.0
5807.90.20,58079020,9903.88.03,25.0
5808-10-10 00:00:00,5808-10-10 00:00:00,9903.88.03,25.0
5808.10.40,58081040,9903.88.03,25.0
5808.10.50,58081050,9903.88.03,25.0
5808.10.70,58081070,9903.88.03,25.0
5808.10.90,58081090,9903.88.03,25.0
5808.90.00,58089000,9903.88.03,25.0
5809.00.00,58090000,9903.88.03,25.0
5810.10.00,58101000,9903.88.03,25.0
5810.91.00,58109100,9903.88.03,25.0
5810.92.10,58109210,9903.88.03,25.0
5810.92.90,58109290,9903.88.03,25.0
5810.99.10,58109910,9903.88.03,25.0
5810.99.90,58109990,9903.88.03,25.0
5811.00.10,58110010,9903.88.03,25.0
5811.00.20,58110020,9903.88.03,25.0
5811.00.30,58110030,9903.88.03,25.0
5811.00.40,58110040,9903.88.03,25.0
5901-10-10 00:00:00,5901-10-10 00:00:00,9903.88.03,25.0
5901-10-20 00:00:00,5901-10-20 00:00:00,9903.88.03,25.0
5901.90.20,59019020,9903.88.03,25.0
5901.90.40,59019040,9903.88.03,25.0
5902.10.00,59021000,9903.88.03,25.0
5902.20.00,59022000,9903.88.03,25.0
5902.90.00,59029000,9903.88.03,25.0
5903-10-10 00:00:00,5903-10-10 00:00:00,9903.88.03,25.0
5903-10-15 00:00:00,5903-10-15 00:00:00,9903.88.15,7.5
5903-10-18 00:00:00,5903-10-18 00:00:00,9903.88.03,25.0
5903-10-20 00:00:00,5903-10-20 00:00:00,9903.88.03,25.0
5903-10-25 00:00:00,5903-10-25 00:00:00,9903.88.03,25.0
5903-10-30 00:00:00,5903-10-30 00:00:00,9903.88.03,25.0
5903.20.10,59032010,9903.88.03,25.0
5903.20.15,59032015,9903.88.03,25.0
5903.20.18,59032018,9903.88.03,25.0
5903.20.20,59032020,9903.88.03,25.0
5903.20.25,59032025,9903.88.03,25.0
5903.20.30,59032030,9903.88.03,25.0
5903.90.10,59039010,9903.88.03,25.0
5903.90.15,59039015,9903.88.03,25.0
5903.90.18,59039018,9903.88.03,25.0
5903.90.20,59039020,9903.88.03,25.0
5903.90.25,59039025,9903.88.03,25.0
5903.90.30,59039030,9903.88.03,25.0
5904.10.00,59041000,9903.88.03,25.0
5904.90.10,59049010,9903.88.03,25.0
5904.90.90,59049090,9903.88.03,25.0
5905.00.10,59050010,9903.88.03,25.0
5905.00.90,59050090,9903.88.03,25.0
5906.10.00,59061000,9903.88.03,25.0
5906.91.10,59069110,9903.88.03,25.0
5906.91.20,59069120,9903.88.03,25.0
5906.91.25,59069125,9903.88.03,25.0
5906.91.30,59069130,9903.88.03,25.0
5906.99.10,59069910,9903.88.03,25.0
5906.99.20,59069920,9903.88.03,25.0
5906.99.25,59069925,9903.88.03,25.0
5906.99.30,59069930,9903.88.03,25.0
5907.00.05,59070005,9903.88.03,25.0
5907.00.15,59070015,9903.88.03,25.0
5907.00.25,59070025,9903.88.03,25.0
5907.00.35,59070035,9903.88.03,25.0
5907.00.60,59070060,9903.88.03,25.0
5907.00.80,59070080,9903.88.03,25.0
5908.00.00,59080000,9903.88.03,25.0
5909.00.10,59090010,9903.88.03,25.0
5909.00.20,59090020,9903.88.03,25.0
5910.00.10,59100010,9903.88.03,25.0
5910.00.90,59100090,9903.88.03,25.0
5911-10-10 00:00:00,5911-10-10 00:00:00,9903.88.03,25.0
5911-10-20 00:00:00,5911-10-20 00:00:00,9903.88.03,25.0
5911.20.10,59112010,9903.88.03,25.0
5911.20.20,59112020,9903.88.03,25.0
5911.20.30,59112030,9903.88.03,25.0
5911.31.00,59113100,9903.88.03,25.0
5911.32.00,59113200,9903.88.03,25.0
5911.40.01,59114001,9903.88.03,25.0
5911.90.00,59119000,9903.88.03,25.0
6001-10-20 00:00:00,6001-10-20 00:00:00,9903.88.03,25.0
6001.10.60,60011060,9903.88.03,25.0
6001.21.00,60012100,9903.88.03,25.0
6001.29.00,60012900,9903.88.03,25.0
6001.91.00,60019100,9903.88.03,25.0
6001.92.00,60019200,9903.88.03,25.0
6001.99.10,60019910,9903.88.03,25.0
6001.99.90,60019990,9903.88.03,25.0
6002.40.40,60024040,9903.88.03,25.0
6002.40.80,60024080,9903.88.03,25.0
6002.90.40,60029040,9903.88.03,25.0
6002.90.80,60029080,9903.88.03,25.0
6003-10-10 00:00:00,6003-10-10 00:00:00,9903.88.03,25.0
6003.10.90,60031090,9903.88.03,25.0
6003.20.10,60032010,9903.88.03,25.0
6003.20.30,60032030,9903.88.03,25.0
6003.30.10,60033010,9903.88.03,25.0
6003.30.60,60033060,9903.88.03,25.0
6003.40.10,60034010,9903.88.03,25.0
6003.40.60,60034060,9903.88.03,25.0
6003.90.10,60039010,9903.88.03,25.0
6003.90.90,60039090,9903.88.03,25.0
6004.10.00,60041000,9903.88.03,25.0
6004.90.20,60049020,9903.88.03,25.0
6004.90.90,60049090,9903.88.03,25.0
6005.21.00,60052100,9903.88.03,25.0
6005.22.00,60052200,9903.88.03,25.0
6005.23.00,60052300,9903.88.03,25.0
6005.24.00,60052400,9903.88.03,25.0
6005.35.00,60053500,9903.88.15,7.5
6005.36.00,60053600,9903.88.03,25.0
6005.37.00,60053700,9903.88.03,25.0
6005.38.00,60053800,9903.88.03,25.0
6005.39.00,60053900,9903.88.03,25.0
6005.42.00,60054200,9903.88.03,25.0
6005.43.00,60054300,9903.88.03,25.0
6005.44.00,60054400,9903.88.03,25.0
6005.90.10,60059010,9903.88.03,25.0
6005.90.90,60059090,9903.88.03,25.0
6006.10.00,60061000,9903.88.03,25.0
6006.21.10,60062110,9903.88.03,25.0
6006.21.90,60062190,9903.88.03,25.0
6006.22.10,60062210,9903.88.03,25.0
6006.22.90,60062290,9903.88.03,25.0
6006.23.10,60062310,9903.88.03,25.0
6006.23.90,60062390,9903.88.03,25.0
6006.24.10,60062410,9903.88.03,25.0
6006.31.00,60063100,9903.88.03,25.0
6006.32.00,60063200,9903.88.03,25.0
6006.33.00,60063300,9903.88.03,25.0
6006.34.00,60063400,9903.88.03,25.0
6006.42.00,60064200,9903.88.03,25.0
6006.43.00,60064300,9903.88.03,25.0
6006.44.00,60064400,9903.88.03,25.0
6006.90.10,60069010,9903.88.03,25.0
6006.90.90,60069090,9903.88.03,25.0
6101.20.00,61012000,9903.88.15,7.5
6101.30.10,61013010,9903.88.15,7.5
6101.30.15,61013015,9903.88.15,7.5
6101.30.20,61013020,9903.88.15,7.5
6101.90.05,61019005,9903.88.15,7.5
6101.90.10,61019010,9903.88.15,7.5
6101.90.90,61019090,9903.88.15,7.5
6102.10.00,61021000,9903.88.15,7.5
6102.20.00,61022000,9903.88.15,7.5
6102.30.05,61023005,9903.88.15,7.5
6102.30.10,61023010,9903.88.15,7.5
6102.30.20,61023020,9903.88.15,7.5
6102.90.10,61029010,9903.88.15,7.5
6102.90.90,61029090,9903.88.15,7.5
6103-10-10 00:00:00,6103-10-10 00:00:00,9903.88.15,7.5
6103-10-20 00:00:00,6103-10-20 00:00:00,9903.88.15,7.5
6103-10-30 00:00:00,6103-10-30 00:00:00,9903.88.15,7.5
6103.10.50,61031050,9903.88.15,7.5
6103.10.60,61031060,9903.88.15,7.5
6103.10.90,61031090,9903.88.15,7.5
6103.22.00,61032200,9903.88.15,7.5
6103.23.00,61032300,9903.88.15,7.5
6103.29.05,61032905,9903.88.15,7.5
6103.29.10,61032910,9903.88.15,7.5
6103.29.20,61032920,9903.88.15,7.5
6103.31.00,61033100,9903.88.15,7.5
6103.32.00,61033200,9903.88.15,7.5
6103.33.10,61033310,9903.88.15,7.5
6103.33.20,61033320,9903.88.15,7.5
6103.39.10,61033910,9903.88.15,7.5
6103.39.40,61033940,9903.88.15,7.5
6103.39.80,61033980,9903.88.15,7.5
6103.41.10,61034110,9903.88.15,7.5
6103.41.20,61034120,9903.88.15,7.5
6103.42.10,61034210,9903.88.15,7.5
6103.42.20,61034220,9903.88.15,7.5
6103.43.10,61034310,9903.88.15,7.5
6103.43.15,61034315,9903.88.15,7.5
6103.43.20,61034320,9903.88.15,7.5
6103.49.10,61034910,9903.88.15,7.5
6103.49.20,61034920,9903.88.15,7.5
6103.49.40,61034940,9903.88.15,7.5
6103.49.80,61034980,9903.88.15,7.5
6104.13.10,61041310,9903.88.15,7.5
6104.19.15,61041915,9903.88.15,7.5
6104.19.40,61041940,9903.88.15,7.5
6104.19.50,61041950,9903.88.15,7.5
6104.19.60,61041960,9903.88.15,7.5
6104.19.80,61041980,9903.88.15,7.5
6104.22.00,61042200,9903.88.15,7.5
6104.23.00,61042300,9903.88.15,7.5
6104.29.05,61042905,9903.88.15,7.5
6104.29.10,61042910,9903.88.15,7.5
6104.31.00,61043100,9903.88.15,7.5
6104.32.00,61043200,9903.88.15,7.5
6104.33.20,61043320,9903.88.15,7.5
6104.39.10,61043910,9903.88.15,7.5
6104.39.20,61043920,9903.88.15,7.5
6104.41.00,61044100,9903.88.15,7.5
6104.42.00,61044200,9903.88.15,7.5
6104.43.10,61044310,9903.88.15,7.5
6104.43.20,61044320,9903.88.15,7.5
6104.44.10,61044410,9903.88.15,7.5
6104.44.20,61044420,9903.88.15,7.5
6104.49.10,61044910,9903.88.15,7.5
6104.49.90,61044990,9903.88.15,7.5
6104.51.00,61045100,9903.88.15,7.5
6104.52.00,61045200,9903.88.15,7.5
6104.53.20,61045320,9903.88.15,7.5
6104.59.10,61045910,9903.88.15,7.5
6104.59.40,61045940,9903.88.15,7.5
6104.59.80,61045980,9903.88.15,7.5
6104.61.00,61046100,9903.88.15,7.5
6104.62.10,61046210,9903.88.15,7.5
6104.62.20,61046220,9903.88.15,7.5
6104.63.10,61046310,9903.88.15,7.5
6104.63.15,61046315,9903.88.15,7.5
6104.63.20,61046320,9903.88.15,7.5
6104.69.10,61046910,9903.88.15,7.5
6104.69.20,61046920,9903.88.15,7.5
6104.69.40,61046940,9903.88.15,7.5
6104.69.80,61046980,9903.88.15,7.5
6105.10.00,61051000,9903.88.15,7.5
6105.20.10,61052010,9903.88.15,7.5
6105.20.20,61052020,9903.88.15,7.5
6105.90.10,61059010,9903.88.15,7.5
6105.90.80,61059080,9903.88.15,7.5
6106.10.00,61061000,9903.88.15,7.5
6106.20.10,61062010,9903.88.15,7.5
6106.20.20,61062020,9903.88.15,7.5
6106.90.10,61069010,9903.88.15,7.5
6106.90.15,61069015,9903.88.15,7.5
6106.90.25,61069025,9903.88.15,7.5
6106.90.30,61069030,9903.88.15,7.5
6107.11.00,61071100,9903.88.15,7.5
6107.12.00,61071200,9903.88.15,7.5
6107.19.90,61071990,9903.88.15,7.5
6107.21.00,61072100,9903.88.15,7.5
6107.22.00,61072200,9903.88.15,7.5
6107.29.20,61072920,9903.88.15,7.5
6107.29.50,61072950,9903.88.15,7.5
6107.29.90,61072990,9903.88.15,7.5
6107.91.00,61079100,9903.88.15,7.5
6107.99.50,61079950,9903.88.15,7.5
6108.11.00,61081100,9903.88.15,7.5
6108.19.90,61081990,9903.88.15,7.5
6108.21.00,61082100,9903.88.15,7.5
6108.22.10,61082210,9903.88.15,7.5
6108.22.90,61082290,9903.88.15,7.5
6108.29.90,61082990,9903.88.15,7.5
6108.31.00,61083100,9903.88.15,7.5
6108.32.00,61083200,9903.88.15,7.5
6108.91.00,61089100,9903.88.15,7.5
6108.92.00,61089200,9903.88.15,7.5
6108.99.20,61089920,9903.88.15,7.5
6108.99.90,61089990,9903.88.15,7.5
6109.10.00,61091000,9903.88.15,7.5
6109.90.10,61099010,9903.88.15,7.5
6109.90.15,61099015,9903.88.15,7.5
6109.90.80,61099080,9903.88.15,7.5
6110.11.00,61101100,9903.88.15,7.5
6110-12-20 00:00:00,6110-12-20 00:00:00,9903.88.15,7.5
6110.19.00,61101900,9903.88.15,7.5
6110.20.10,61102010,9903.88.15,7.5
6110.20.20,61102020,9903.88.15,7.5
6110.30.10,61103010,9903.88.15,7.5
6110.30.20,61103020,9903.88.15,7.5
6110.30.30,61103030,9903.88.15,7.5
6110.90.90,61109090,9903.88.15,7.5
6111.20.10,61112010,9903.88.15,7.5
